"date","actual","logit_prob","rf_prob","xgb_prob","train_end_date","risk_score","risk_regime"
2025-07-24,0,0.0209838215453122,0.00333333333333333,0.0166984386742115,2025-06-12,0.00333333333333333,"Low"
2025-07-25,0,0.0267150198159966,0.00333333333333333,0.016479292884469,2025-06-12,0.00333333333333333,"Low"
2025-07-28,0,0.029092365538423,0.00666666666666667,0.0159394312649965,2025-06-12,0.00666666666666667,"Low"
2025-07-29,0,0.0262982676296494,0.0166666666666667,0.0185254458338022,2025-06-12,0.0166666666666667,"Low"
2025-07-30,0,0.0349915939201482,0.00666666666666667,0.0158857442438602,2025-06-12,0.00666666666666667,"Low"
2025-07-31,0,0.0318801902961885,0.00333333333333333,0.0193836651742458,2025-06-12,0.00333333333333333,"Low"
2025-08-01,0,0.0405296912099662,0.0933333333333333,0.0247641243040562,2025-06-12,0.0933333333333333,"Low"
2025-08-04,0,0.0444735958209394,0.0466666666666667,0.0238023120909929,2025-06-12,0.0466666666666667,"Low"
2025-08-05,0,0.0412001009469415,0.00666666666666667,0.0191870238631964,2025-06-12,0.00666666666666667,"Low"
2025-08-06,0,0.0419890798561565,0.00666666666666667,0.0243701674044132,2025-06-12,0.00666666666666667,"Low"
2025-08-07,0,0.0376823662233126,0.0233333333333333,0.019981948658824,2025-06-12,0.0233333333333333,"Low"
2025-08-08,0,0.040415633030201,0.00666666666666667,0.0238740798085928,2025-06-12,0.00666666666666667,"Low"
2025-08-11,0,0.03838979806923,0.0233333333333333,0.0230633411556482,2025-06-12,0.0233333333333333,"Low"
2025-08-12,0,0.0582333275913594,0.0166666666666667,0.0193906165659428,2025-06-12,0.0166666666666667,"Low"
2025-08-13,0,0.0587612191863832,0,0.0178806893527508,2025-06-12,0,"Low"
2025-08-14,0,0.0838558193811947,0.0133333333333333,0.0179628115147352,2025-06-12,0.0133333333333333,"Low"
2025-08-15,0,0.0785184186386404,0.01,0.0232296846807003,2025-06-12,0.01,"Low"
2025-08-18,0,0.0809644033785716,0.01,0.0223084986209869,2025-06-12,0.01,"Low"
2025-08-19,0,0.0905593516689024,0.00333333333333333,0.0188976619392633,2025-06-12,0.00333333333333333,"Low"
2025-08-20,0,0.0832406183608299,0.00666666666666667,0.0193983986973763,2025-06-12,0.00666666666666667,"Low"
2025-08-21,0,0.0694431808296599,0.02,0.0237127095460892,2025-06-12,0.02,"Low"
2025-08-22,0,0.0443104403814093,0.0733333333333333,0.0253631882369518,2025-06-12,0.0733333333333333,"Low"
2025-08-25,0,0.0566813086703066,0,0.0219871588051319,2025-06-12,0,"Low"
2025-08-26,0,0.0719822371863782,0.31,0.287127137184143,2025-06-12,0.31,"Low"
2025-08-27,0,0.0653959045401761,0.266666666666667,0.269534230232239,2025-06-12,0.266666666666667,"Low"
2025-08-28,0,0.0644091337793659,0.376666666666667,0.276871472597122,2025-06-12,0.376666666666667,"Medium"
2025-08-29,0,0.071052848521167,0.253333333333333,0.264078885316849,2025-06-12,0.253333333333333,"Low"
2025-09-02,0,0.0802979398458913,0.163333333333333,0.124000631272793,2025-06-12,0.163333333333333,"Low"
2025-09-03,0,0.0735024422462772,0.0666666666666667,0.0446515008807182,2025-06-12,0.0666666666666667,"Low"
2025-09-04,0,0.0676825331987981,0.0233333333333333,0.0429700203239918,2025-06-12,0.0233333333333333,"Low"
2025-09-05,0,0.0515247822546059,0.0633333333333333,0.0418251790106297,2025-06-12,0.0633333333333333,"Low"
2025-09-08,0,0.0658273885365173,0.116666666666667,0.0758571773767471,2025-06-12,0.116666666666667,"Low"
2025-09-09,0,0.077790498158568,0.07,0.0644059702754021,2025-06-12,0.07,"Low"
2025-09-10,0,0.0738910178894004,0.05,0.0655614733695984,2025-06-12,0.05,"Low"
2025-09-11,0,0.0535704347558724,0.06,0.0414282605051994,2025-06-12,0.06,"Low"
2025-09-12,0,0.0666182758189196,0.0366666666666667,0.0416054464876652,2025-06-12,0.0366666666666667,"Low"
2025-09-15,0,0.0462320075787188,0.0533333333333333,0.0518738478422165,2025-09-12,0.0533333333333333,"Low"
2025-09-16,0,0.0563539794222485,0.04,0.0518738478422165,2025-09-12,0.04,"Low"
2025-09-17,0,0.0483476768876021,0.0333333333333333,0.049062967300415,2025-09-12,0.0333333333333333,"Low"
2025-09-18,0,0.0454266859300987,0.0433333333333333,0.0505221895873547,2025-09-12,0.0433333333333333,"Low"
2025-09-19,0,0.0485846523444111,0.0366666666666667,0.0518738478422165,2025-09-12,0.0366666666666667,"Low"
2025-09-22,0,0.0511248525938851,0.113333333333333,0.0509681217372417,2025-09-12,0.113333333333333,"Low"
2025-09-23,0,0.051907851988198,0.0433333333333333,0.0571895502507687,2025-09-12,0.0433333333333333,"Low"
2025-09-24,0,0.0667169548155511,0.0233333333333333,0.0580415911972523,2025-09-12,0.0233333333333333,"Low"
2025-09-25,0,0.074783926931241,0.03,0.0620722286403179,2025-09-12,0.03,"Low"
2025-09-26,0,0.0704688781255782,0.0366666666666667,0.0563780851662159,2025-09-12,0.0366666666666667,"Low"
2025-09-29,0,0.0719197882183418,0.0433333333333333,0.0595817975699902,2025-09-12,0.0433333333333333,"Low"
2025-09-30,0,0.0760893176152218,0.0133333333333333,0.0580415911972523,2025-09-12,0.0133333333333333,"Low"
2025-10-01,0,0.0794253905075936,0.0266666666666667,0.0580415911972523,2025-09-12,0.0266666666666667,"Low"
2025-10-02,0,0.0868776475092564,0.01,0.0598974488675594,2025-09-12,0.01,"Low"
2025-10-03,0,0.0683444078539456,0.02,0.0580415911972523,2025-09-12,0.02,"Low"
2025-10-06,0,0.0712076763933221,0.1,0.0580415911972523,2025-09-12,0.1,"Low"
2025-10-07,0,0.0848765163614802,0.0133333333333333,0.058334968984127,2025-09-12,0.0133333333333333,"Low"
2025-10-08,0,0.0761216905675141,0.0333333333333333,0.0580415911972523,2025-09-12,0.0333333333333333,"Low"
2025-10-09,0,0.0891695907329022,0.0233333333333333,0.0595817975699902,2025-09-12,0.0233333333333333,"Low"
2025-10-10,0,0.110892105602897,0.0766666666666667,0.0382881425321102,2025-09-12,0.0766666666666667,"Low"
2025-10-13,0,0.0831046314207434,0.0433333333333333,0.0196969769895077,2025-09-12,0.0433333333333333,"Low"
2025-10-14,0,0.0921450417261152,0,0.0189008358865976,2025-09-12,0,"Low"
2025-10-15,0,0.102139358077124,0.0366666666666667,0.0195254273712635,2025-09-12,0.0366666666666667,"Low"
2025-10-16,0,0.120492634589463,0.04,0.0193915814161301,2025-09-12,0.04,"Low"
2025-10-17,0,0.119907082506199,0.0233333333333333,0.0196188855916262,2025-09-12,0.0233333333333333,"Low"
2025-10-20,0,0.0687588733210873,0.0433333333333333,0.0186422690749168,2025-09-12,0.0433333333333333,"Low"
2025-10-21,0,0.132726574103885,0.0133333333333333,0.018545912578702,2025-09-12,0.0133333333333333,"Low"
2025-10-22,0,0.115988830495318,0.0333333333333333,0.0193614605814219,2025-09-12,0.0333333333333333,"Low"
2025-10-23,0,0.108303818118774,0.06,0.019655991345644,2025-09-12,0.06,"Low"
2025-10-24,0,0.10392542314631,0.0633333333333333,0.0192150063812733,2025-09-12,0.0633333333333333,"Low"
2025-10-27,0,0.101396357209132,0.02,0.0201097149401903,2025-09-12,0.02,"Low"
2025-10-28,0,0.0898629323778383,0.0166666666666667,0.0191337801516056,2025-09-12,0.0166666666666667,"Low"
2025-10-29,0,0.0867092377205073,0.04,0.0204777531325817,2025-09-12,0.04,"Low"
2025-10-30,0,0.0579038203481079,0.07,0.0209323987364769,2025-09-12,0.07,"Low"
